customer_id,company_name,segment,industry,company_size,location,annual_revenue,order_frequency,avg_order_value,last_order_days,total_orders,contract_value,employee_count,relationship_years,satisfaction_score,nps_score,preferred_contact,payment_method,has_online_account,has_mobile_app,has_integration,is_active,customer_lifetime_value,avg_monthly_revenue,engagement_score,churn_risk
6458,Grup Holding,Bronze,Teknoloji,Küçük Ölçekli,Ankara,68548,13,5272,23,13,2198356,17,1,10.0,6,Telefon,Havale/EFT,True,False,False,True,54838.4,5712.333333333333,0.46,Düşük
6459,Star Ltd. Şti.,Gold,Perakende,Küçük Ölçekli,Istanbul,2425,24,101,81,24,6986297,192,6,6.88,7,Telefon,Kurumsal Kredi Kartı,True,False,True,True,11640.000000000002,202.08333333333334,0.43,Yüksek
6460,Pro A.Ş.,Silver,Üretim,Orta Ölçekli,Ankara,28198,30,939,10,30,680859,86,5,9.01,9,E-posta,Kurumsal Kredi Kartı,True,True,False,True,112792.0,2349.8333333333335,0.61,Düşük
6461,Tech Teknoloji,Premium,Hizmet,Orta Ölçekli,Istanbul,24279,31,783,2,31,978709,23,4,6.11,6,E-posta,Havale/EFT,False,False,True,True,77692.8,2023.25,0.32,Orta
6462,Pro Sanayi,Bronze,Perakende,Büyük Ölçekli,Bursa,2143,25,85,4,25,2166762,114,2,6.75,5,E-posta,Çek,True,True,True,True,3428.8,178.58333333333334,0.51,Orta
6463,Türk Holding,Gold,Lojistik,Orta Ölçekli,Eskişehir,10378,34,305,2,34,1559030,128,5,7.42,6,Telefon,Kurumsal Kredi Kartı,True,True,True,True,41512.0,864.8333333333334,0.58,Orta
6464,Star A.Ş.,Silver,Teknoloji,Büyük Ölçekli,Istanbul,10110,13,777,43,13,492456,282,1,9.47,7,Web Site,Çek,True,True,True,True,8088.0,842.5,0.54,Orta
6465,Global Holding,Gold,Teknoloji,Orta Ölçekli,Konya,29524,28,1054,119,28,563614,21,7,9.1,7,Web Site,Kurumsal Kredi Kartı,True,True,True,True,165334.40000000002,2460.3333333333335,0.61,Yüksek
6466,Grup Teknoloji,Premium,Perakende,Orta Ölçekli,Istanbul,25059,34,737,3,34,3889440,36,12,8.25,6,Telefon,Çek,True,True,True,True,240566.40000000002,2088.25,0.63,Düşük
6467,Net Sanayi,Silver,Perakende,Orta Ölçekli,Izmir,29802,18,1655,11,18,728482,13,6,10.0,6,Mağaza,Vadeli Ödeme,True,True,True,True,143049.60000000003,2483.5,0.6,Düşük
6468,Mega Sanayi,Gold,Lojistik,Orta Ölçekli,Istanbul,11413,13,877,58,13,321096,131,9,8.57,8,Telefon,Havale/EFT,True,False,True,True,82173.6,951.0833333333334,0.45,Orta
6469,Sistem Ticaret,Silver,Teknoloji,Küçük Ölçekli,Kayseri,12926,29,445,69,29,6397842,391,2,9.84,7,E-posta,Vadeli Ödeme,True,True,False,True,20681.600000000002,1077.1666666666667,0.62,Yüksek
6470,Net Teknoloji,Gold,Hizmet,Küçük Ölçekli,Adana,25698,24,1070,8,24,926699,27,3,10.0,6,Mağaza,Havale/EFT,True,False,False,True,61675.20000000001,2141.5,0.51,Düşük
6471,Global Sanayi,Gold,Finans,Orta Ölçekli,Bursa,52100,26,2003,76,26,7910054,232,11,7.44,7,Mağaza,Çek,False,True,True,True,458480.00000000006,4341.666666666667,0.47,Yüksek
6472,Grup Teknoloji,Silver,Üretim,Orta Ölçekli,Gaziantep,94427,25,3777,26,25,3367189,158,2,7.52,8,Telefon,Vadeli Ödeme,True,True,True,True,151083.2,7868.916666666667,0.53,Düşük
6473,Star A.Ş.,Gold,Teknoloji,Küçük Ölçekli,Antalya,142668,32,4458,160,32,3794663,21,5,6.15,6,Web Site,Havale/EFT,True,True,True,False,570672.0,11889.0,0.53,Yüksek
6474,Grup Holding,Gold,İnşaat,Küçük Ölçekli,Trabzon,56614,17,3330,1,17,8243646,114,5,8.44,5,Mağaza,Çek,True,True,True,True,226456.0,4717.833333333333,0.54,Düşük
6475,Star Ticaret,Bronze,Sağlık,Orta Ölçekli,Bursa,33598,13,2584,47,13,2542273,17,4,10.0,7,Web Site,Vadeli Ödeme,True,False,True,True,107513.6,2799.8333333333335,0.47,Orta
6476,Pro Ltd. Şti.,Gold,Perakende,Küçük Ölçekli,Kayseri,63296,30,2109,2,30,4649034,53,7,9.13,7,Mağaza,Kurumsal Kredi Kartı,True,True,True,True,354457.60000000003,5274.666666666667,0.62,Düşük
6477,Grup A.Ş.,Premium,Üretim,Orta Ölçekli,Izmir,34348,9,3816,40,9,1175140,150,6,9.06,7,Web Site,Havale/EFT,True,False,False,True,164870.40000000002,2862.3333333333335,0.43,Orta
6478,Anadolu Ltd. Şti.,Gold,İnşaat,Küçük Ölçekli,Istanbul,153071,17,9004,87,17,4440840,281,4,10.0,4,Telefon,Havale/EFT,True,True,True,True,489827.2,12755.916666666666,0.58,Yüksek
6479,Grup Sanayi,Silver,Hizmet,Küçük Ölçekli,Izmir,6704,16,419,12,16,529665,132,7,10.0,5,Telefon,Havale/EFT,True,True,True,True,37542.4,558.6666666666666,0.59,Düşük
6480,Grup Ltd. Şti.,Silver,Sağlık,Orta Ölçekli,Istanbul,1224,27,45,13,27,5629923,30,5,9.28,2,Web Site,Kurumsal Kredi Kartı,True,True,True,True,4896.0,102.0,0.61,Düşük
6481,Global Ltd. Şti.,Gold,Lojistik,Küçük Ölçekli,Antalya,8312,30,277,9,30,558728,157,12,9.55,9,E-posta,Havale/EFT,True,True,False,True,79795.20000000001,692.6666666666666,0.66,Düşük
6482,Global Holding,Bronze,Sağlık,Orta Ölçekli,Izmir,144572,30,4819,17,30,19724814,91,6,8.45,6,Mobil Uygulama,Kurumsal Kredi Kartı,True,True,False,True,693945.6000000001,12047.666666666666,0.6,Düşük
6483,Pro Ltd. Şti.,Premium,Perakende,Küçük Ölçekli,Antalya,35353,34,1039,20,34,606206,62,4,9.07,9,E-posta,Kurumsal Kredi Kartı,True,True,False,True,113129.6,2946.0833333333335,0.62,Düşük
6484,Mega Holding,Silver,Perakende,Orta Ölçekli,Istanbul,39875,34,1172,26,34,1469770,29,2,9.97,10,Telefon,Vadeli Ödeme,True,True,False,True,63800.0,3322.9166666666665,0.64,Düşük
6485,Net Sanayi,Gold,Üretim,Küçük Ölçekli,Istanbul,26287,37,710,35,37,7266858,138,5,7.73,2,Telefon,Çek,True,True,True,False,105148.0,2190.5833333333335,0.6,Orta
6486,Global Ticaret,Silver,Teknoloji,Büyük Ölçekli,Izmir,61378,30,2045,29,30,10490657,61,15,8.45,7,Mağaza,Kurumsal Kredi Kartı,True,False,True,True,736536.0,5114.833333333333,0.54,Düşük
6487,Grup Ltd. Şti.,Bronze,Turizm,Küçük Ölçekli,Eskişehir,19592,24,816,4,24,7649087,38,20,7.59,7,Web Site,Kurumsal Kredi Kartı,True,True,True,True,313472.0,1632.6666666666667,0.61,Düşük
6488,Grup Ticaret,Silver,Hizmet,Küçük Ölçekli,Ankara,23847,13,1834,31,13,6474471,20,2,9.52,8,Telefon,Kurumsal Kredi Kartı,False,False,True,True,38155.200000000004,1987.25,0.35,Orta
6489,Tech A.Ş.,Bronze,Hizmet,Orta Ölçekli,Ankara,44246,26,1701,7,26,4724428,104,2,8.32,3,Telefon,Kurumsal Kredi Kartı,True,True,False,True,70793.6,3687.1666666666665,0.56,Düşük
6490,Mega A.Ş.,Gold,Sağlık,Büyük Ölçekli,Bursa,19717,35,563,23,35,2181597,96,7,9.07,10,Telefon,Çek,False,False,False,True,110415.20000000001,1643.0833333333333,0.44,Düşük
6491,Sistem Sanayi,Premium,Hizmet,Orta Ölçekli,Antalya,96221,17,5660,27,17,4352180,381,11,5.55,8,Web Site,Kurumsal Kredi Kartı,True,True,True,False,846744.8,8018.416666666667,0.48,Yüksek
6492,Sistem Teknoloji,Gold,Teknoloji,Küçük Ölçekli,Istanbul,30506,25,1220,18,25,2131825,130,13,6.28,1,Web Site,Vadeli Ödeme,True,True,False,True,317262.4,2542.1666666666665,0.54,Orta
6493,Global Sanayi,Gold,Perakende,Küçük Ölçekli,Ankara,33747,34,992,17,34,3149546,79,4,9.77,5,E-posta,Çek,True,True,True,True,107990.40000000001,2812.25,0.64,Düşük
6494,Pro A.Ş.,Gold,Üretim,Orta Ölçekli,Istanbul,11613,26,446,17,26,2534347,47,3,7.25,9,Telefon,Çek,True,True,True,True,27871.200000000004,967.75,0.53,Orta
6495,Türk Holding,Premium,Finans,Küçük Ölçekli,Trabzon,39829,11,3620,9,11,1308680,130,5,7.03,5,Mağaza,Çek,True,True,True,True,159316.0,3319.0833333333335,0.48,Orta
6496,Tech Sanayi,Silver,Sağlık,Orta Ölçekli,Istanbul,11736,14,838,49,14,2685444,43,3,7.2,6,Mobil Uygulama,Çek,True,True,True,True,28166.400000000005,978.0,0.48,Orta
6497,Türk A.Ş.,Gold,Teknoloji,Orta Ölçekli,Ankara,215920,16,13495,20,16,2180498,36,6,8.8,8,Mobil Uygulama,Havale/EFT,True,True,True,True,1036416.0000000001,17993.333333333332,0.55,Düşük
6498,Global A.Ş.,Premium,Perakende,Orta Ölçekli,Istanbul,4403,12,366,22,12,9084078,168,4,7.79,2,Telefon,Vadeli Ödeme,True,True,False,True,14089.6,366.9166666666667,0.5,Düşük
6499,Star Ticaret,Gold,Eğitim,Küçük Ölçekli,Istanbul,150493,15,10032,7,15,4881589,38,3,7.84,8,E-posta,Kurumsal Kredi Kartı,True,True,True,True,361183.20000000007,12541.083333333334,0.51,Düşük
6500,Net Sanayi,Bronze,Turizm,Küçük Ölçekli,Konya,1287,34,37,20,34,1590493,20,1,7.54,6,Mağaza,Vadeli Ödeme,True,True,False,True,1029.6000000000001,107.25,0.56,Düşük
6501,Tech A.Ş.,Gold,Teknoloji,Küçük Ölçekli,Istanbul,88752,30,2958,18,30,186167,25,7,9.61,5,Mağaza,Havale/EFT,True,True,False,True,497011.20000000007,7396.0,0.64,Düşük
6502,Tech A.Ş.,Silver,Sağlık,Orta Ölçekli,Istanbul,7523,11,683,17,11,2883614,84,4,7.86,3,Telefon,Vadeli Ödeme,True,True,True,True,24073.600000000002,626.9166666666666,0.5,Düşük
6503,Grup Teknoloji,Silver,Hizmet,Küçük Ölçekli,Izmir,61809,23,2687,18,23,4139128,166,4,8.02,5,Telefon,Çek,True,True,False,False,197788.80000000002,5150.75,0.55,Düşük
6504,Sistem Ltd. Şti.,Silver,Hizmet,Büyük Ölçekli,Istanbul,22032,31,710,9,31,1211570,31,1,7.34,7,Mağaza,Kurumsal Kredi Kartı,True,False,False,True,17625.600000000002,1836.0,0.45,Orta
6505,Global Ltd. Şti.,Gold,Finans,Orta Ölçekli,Istanbul,4625,13,355,48,13,1727313,96,9,9.15,10,Web Site,Kurumsal Kredi Kartı,True,False,False,True,33300.0,385.4166666666667,0.46,Orta
6506,Tech Holding,Gold,Perakende,Orta Ölçekli,Konya,304283,23,13229,7,23,1593796,8,2,10.0,8,Web Site,Kurumsal Kredi Kartı,True,False,True,True,486852.80000000005,25356.916666666668,0.5,Düşük
6507,Star Teknoloji,Silver,Hizmet,Orta Ölçekli,Konya,84735,20,4236,24,20,14566765,65,6,9.41,7,Telefon,Çek,True,True,True,True,406728.00000000006,7061.25,0.59,Düşük
6508,Global Holding,Gold,Perakende,Küçük Ölçekli,Kayseri,84334,30,2811,12,30,7891507,17,2,9.42,10,Mobil Uygulama,Kurumsal Kredi Kartı,True,True,False,True,134934.4,7027.833333333333,0.61,Düşük
6509,Net Ltd. Şti.,Gold,Teknoloji,Orta Ölçekli,Gaziantep,15172,37,410,39,37,523687,405,6,9.97,5,Web Site,Vadeli Ödeme,True,True,False,True,72825.6,1264.3333333333333,0.67,Orta
6510,Global Ticaret,Premium,Üretim,Küçük Ölçekli,Bursa,185891,25,7435,36,25,5419836,60,20,7.85,9,E-posta,Çek,True,True,True,True,2974256.0,15490.916666666666,0.62,Orta
6511,Tech Holding,Bronze,Perakende,Orta Ölçekli,Istanbul,2570,27,95,36,27,7270597,24,13,8.26,5,Mağaza,Vadeli Ödeme,True,False,False,True,26728.0,214.16666666666666,0.51,Orta
6512,Pro Ltd. Şti.,Silver,Üretim,Orta Ölçekli,Konya,935,25,37,65,25,3414966,147,3,5.73,5,Mobil Uygulama,Kurumsal Kredi Kartı,True,False,True,True,2244.0000000000005,77.91666666666667,0.38,Yüksek
6513,Mega Ltd. Şti.,Silver,Teknoloji,Orta Ölçekli,Gaziantep,2537,21,120,46,21,11656628,27,1,9.26,7,E-posta,Çek,True,True,True,True,2029.6000000000001,211.41666666666666,0.57,Orta
6514,Mega Ticaret,Silver,Üretim,Orta Ölçekli,Konya,6629,35,189,12,35,2346820,6,2,8.5,4,Mobil Uygulama,Vadeli Ödeme,False,True,True,True,10606.400000000001,552.4166666666666,0.5,Düşük
6515,Mega Holding,Bronze,Perakende,Küçük Ölçekli,Izmir,5679,25,227,16,25,3094041,53,2,7.56,6,E-posta,Kurumsal Kredi Kartı,True,False,False,True,9086.4,473.25,0.43,Düşük
6516,Grup Sanayi,Silver,Sağlık,Orta Ölçekli,Istanbul,13767,28,491,61,28,11419332,100,2,8.76,8,Mobil Uygulama,Çek,True,True,True,True,22027.2,1147.25,0.58,Yüksek
6517,Global Teknoloji,Silver,Üretim,Küçük Ölçekli,Gaziantep,14715,17,865,53,17,2191796,39,11,10.0,7,Telefon,Havale/EFT,True,True,False,True,129492.00000000001,1226.25,0.61,Orta
6518,Pro A.Ş.,Bronze,Lojistik,Orta Ölçekli,Adana,6648,40,166,77,40,13439956,60,2,8.56,7,Web Site,Çek,True,True,True,True,10636.800000000001,554.0,0.62,Yüksek
6519,Sistem Teknoloji,Silver,İnşaat,Orta Ölçekli,Samsun,1105,24,46,55,24,7702052,39,3,8.8,2,Web Site,Vadeli Ödeme,False,False,False,True,2652.0000000000005,92.08333333333333,0.37,Orta
6520,Tech Teknoloji,Premium,Teknoloji,Büyük Ölçekli,Istanbul,73458,34,2160,5,34,4573879,221,2,10.0,6,Mobil Uygulama,Kurumsal Kredi Kartı,True,False,True,True,117532.8,6121.5,0.54,Düşük
6521,Global A.Ş.,Gold,Perakende,Küçük Ölçekli,Istanbul,26656,22,1211,13,22,3898578,33,4,10.0,8,Mağaza,Havale/EFT,True,False,False,False,85299.20000000001,2221.3333333333335,0.5,Düşük
6522,Türk A.Ş.,Bronze,Üretim,Büyük Ölçekli,Istanbul,6200,15,413,11,15,5748996,18,5,9.84,7,Mağaza,Çek,True,True,True,True,24800.0,516.6666666666666,0.58,Düşük
6523,Grup Sanayi,Bronze,Üretim,Küçük Ölçekli,Konya,143471,25,5738,15,25,574077,51,11,10.0,0,Mağaza,Havale/EFT,True,False,False,False,1262544.8,11955.916666666666,0.55,Düşük
6524,Mega Holding,Silver,Perakende,Orta Ölçekli,Istanbul,18381,20,919,11,20,2072801,44,6,7.18,8,Web Site,Kurumsal Kredi Kartı,True,True,False,True,88228.80000000002,1531.75,0.52,Orta
6525,Sistem Holding,Silver,Perakende,Orta Ölçekli,Istanbul,28857,18,1603,47,18,11043483,94,4,10.0,4,Mağaza,Havale/EFT,True,False,True,False,92342.40000000001,2404.75,0.49,Orta
6526,Anadolu Ticaret,Silver,Üretim,Küçük Ölçekli,Samsun,87211,22,3964,37,22,1080916,139,3,10.0,4,Telefon,Çek,False,False,True,True,209306.40000000002,7267.583333333333,0.4,Orta
6527,Grup Ltd. Şti.,Silver,İnşaat,Büyük Ölçekli,Istanbul,2828,10,282,7,10,538963,190,1,10.0,10,Telefon,Vadeli Ödeme,False,False,False,True,2262.4,235.66666666666666,0.34,Düşük
6528,Anadolu Sanayi,Silver,İnşaat,Büyük Ölçekli,Gaziantep,25550,32,798,6,32,764475,108,5,9.5,10,Mobil Uygulama,Çek,True,False,True,True,102200.0,2129.1666666666665,0.53,Düşük
6529,Net Teknoloji,Premium,Perakende,Küçük Ölçekli,Ankara,180793,23,7860,8,23,12402404,470,1,7.29,7,Mobil Uygulama,Kurumsal Kredi Kartı,True,True,True,True,144634.4,15066.083333333334,0.51,Orta
6530,Sistem Sanayi,Bronze,Teknoloji,Orta Ölçekli,Gaziantep,15365,16,960,12,16,3097931,95,6,5.77,7,Web Site,Havale/EFT,True,True,False,False,73752.00000000001,1280.4166666666667,0.46,Yüksek
6531,Türk Sanayi,Bronze,Perakende,Küçük Ölçekli,Izmir,2494,14,178,35,14,650555,6,12,9.1,7,Web Site,Kurumsal Kredi Kartı,True,False,False,True,23942.400000000005,207.83333333333334,0.48,Orta
6532,Sistem A.Ş.,Silver,Hizmet,Orta Ölçekli,Mersin,12818,30,427,14,30,6204429,22,3,7.6,9,Web Site,Çek,True,True,False,True,30763.200000000004,1068.1666666666667,0.56,Düşük
6533,Net Teknoloji,Gold,Eğitim,Büyük Ölçekli,Kayseri,52641,41,1283,17,41,5554748,48,2,7.43,7,Telefon,Çek,True,False,True,True,84225.6,4386.75,0.49,Orta
6534,Tech Sanayi,Gold,Eğitim,Orta Ölçekli,Istanbul,1681,18,93,2,18,2119218,44,4,7.88,10,Mobil Uygulama,Kurumsal Kredi Kartı,False,False,True,True,5379.200000000001,140.08333333333334,0.32,Düşük
6535,Global A.Ş.,Silver,Hizmet,Küçük Ölçekli,Istanbul,3474,25,138,20,25,4246268,41,2,4.71,5,Telefon,Havale/EFT,True,False,False,True,5558.400000000001,289.5,0.35,Yüksek
6536,Global A.Ş.,Silver,Perakende,Küçük Ölçekli,Istanbul,510235,24,21259,18,24,5161960,112,1,6.99,3,Telefon,Vadeli Ödeme,True,True,True,True,408188.0,42519.583333333336,0.51,Orta
6537,Pro Sanayi,Silver,Teknoloji,Küçük Ölçekli,Bursa,54677,18,3037,35,18,1798100,38,8,6.25,10,Mağaza,Çek,True,True,False,True,349932.80000000005,4556.416666666667,0.49,Orta
6538,Star Teknoloji,Gold,Turizm,Küçük Ölçekli,Mersin,366954,50,7339,7,50,11610600,46,2,6.68,7,E-posta,Vadeli Ödeme,True,True,False,True,587126.4,30579.5,0.61,Orta
6539,Star Sanayi,Silver,Perakende,Büyük Ölçekli,Izmir,96935,43,2254,39,43,2024957,247,1,7.28,8,Telefon,Çek,True,True,False,True,77548.0,8077.916666666667,0.59,Orta
6540,Anadolu Holding,Bronze,Teknoloji,Büyük Ölçekli,Antalya,31819,11,2892,38,11,654098,291,2,8.28,6,Telefon,Vadeli Ödeme,True,True,True,True,50910.4,2651.5833333333335,0.5,Orta
6541,Türk Ticaret,Premium,Sağlık,Orta Ölçekli,Istanbul,34636,39,888,30,39,1508809,5,3,9.26,4,Telefon,Kurumsal Kredi Kartı,True,True,True,True,83126.40000000001,2886.3333333333335,0.64,Düşük
6542,Star Ltd. Şti.,Silver,Sağlık,Küçük Ölçekli,Konya,46823,23,2035,14,23,1394462,69,7,10.0,9,E-posta,Vadeli Ödeme,True,True,False,True,262208.80000000005,3901.9166666666665,0.62,Düşük
6543,Star Ticaret,Bronze,İnşaat,Küçük Ölçekli,Trabzon,155096,20,7754,2,20,4007959,55,17,6.46,4,Telefon,Çek,True,True,True,True,2109305.6,12924.666666666666,0.55,Orta
6544,Global Teknoloji,Silver,Teknoloji,Büyük Ölçekli,Istanbul,91183,41,2223,9,41,671453,72,2,10.0,7,Mobil Uygulama,Havale/EFT,True,True,False,True,145892.80000000002,7598.583333333333,0.67,Düşük
6545,Türk A.Ş.,Silver,Hizmet,Büyük Ölçekli,Izmir,33946,19,1786,80,19,125685,322,8,7.93,9,Web Site,Çek,True,True,True,False,217254.40000000002,2828.8333333333335,0.55,Yüksek
6546,Grup Ticaret,Silver,Hizmet,Küçük Ölçekli,Istanbul,20410,20,1020,64,20,1449418,131,1,5.29,8,Mağaza,Kurumsal Kredi Kartı,True,True,True,True,16328.0,1700.8333333333333,0.44,Yüksek
6547,Sistem Teknoloji,Bronze,İnşaat,Küçük Ölçekli,Izmir,37210,11,3382,7,11,5684527,319,20,7.04,8,Web Site,Çek,True,True,False,True,595360.0,3100.8333333333335,0.54,Orta
6548,Pro Ticaret,Premium,Eğitim,Küçük Ölçekli,Izmir,24790,26,953,12,26,8808600,48,2,9.6,5,Mağaza,Çek,True,False,True,True,39664.0,2065.8333333333335,0.5,Düşük
6549,Anadolu A.Ş.,Silver,Finans,Orta Ölçekli,Istanbul,55828,42,1329,1,42,5049546,21,6,8.69,7,E-posta,Çek,True,True,False,True,267974.4,4652.333333333333,0.65,Düşük
6550,Tech Holding,Premium,Perakende,Küçük Ölçekli,Ankara,19328,34,568,12,34,5097021,111,1,5.62,2,Mağaza,Çek,True,True,True,True,15462.400000000001,1610.6666666666667,0.51,Yüksek
6551,Star Sanayi,Gold,Eğitim,Küçük Ölçekli,Ankara,23316,44,529,49,44,10740347,87,9,9.02,2,Telefon,Vadeli Ödeme,True,False,False,True,167875.2,1943.0,0.58,Orta
6552,Türk Teknoloji,Gold,Hizmet,Orta Ölçekli,Izmir,8486,24,353,26,24,2409086,196,7,6.86,8,Telefon,Havale/EFT,False,True,True,True,47521.600000000006,707.1666666666666,0.43,Orta
6553,Anadolu Ltd. Şti.,Gold,Perakende,Küçük Ölçekli,Antalya,20499,32,640,61,32,2060992,212,2,7.64,8,Mağaza,Vadeli Ödeme,True,True,True,True,32798.4,1708.25,0.56,Yüksek
6554,Global Teknoloji,Bronze,Perakende,Orta Ölçekli,Istanbul,6318,33,191,98,33,326447,55,1,8.05,4,Mobil Uygulama,Vadeli Ödeme,True,True,True,True,5054.400000000001,526.5,0.58,Yüksek
6555,Anadolu A.Ş.,Bronze,Sağlık,Orta Ölçekli,Adana,222955,33,6756,8,33,5163268,193,3,8.62,10,Telefon,Çek,True,False,True,True,535092.0000000001,18579.583333333332,0.5,Düşük
6556,Net Holding,Gold,Teknoloji,Küçük Ölçekli,Bursa,10363,18,575,25,18,1561797,43,1,9.48,4,Mobil Uygulama,Vadeli Ödeme,True,True,False,True,8290.4,863.5833333333334,0.56,Düşük
6557,Türk Holding,Silver,Finans,Küçük Ölçekli,Ankara,47078,22,2139,43,22,4262865,27,1,8.96,7,E-posta,Vadeli Ödeme,True,True,True,True,37662.4,3923.1666666666665,0.56,Orta
6558,Net Ltd. Şti.,Silver,Sağlık,Orta Ölçekli,Istanbul,6386,34,187,30,34,2528241,66,9,9.98,5,Telefon,Kurumsal Kredi Kartı,True,True,False,False,45979.200000000004,532.1666666666666,0.67,Düşük
6559,Global Ticaret,Bronze,Perakende,Büyük Ölçekli,Adana,18905,36,525,10,36,4692445,185,4,9.15,3,Telefon,Çek,True,False,True,True,60496.0,1575.4166666666667,0.53,Düşük
6560,Grup Holding,Silver,Sağlık,Küçük Ölçekli,Eskişehir,40830,23,1775,114,23,368957,68,1,8.82,10,Web Site,Vadeli Ödeme,False,True,False,True,32664.0,3402.5,0.46,Yüksek
6561,Pro Ticaret,Premium,Perakende,Orta Ölçekli,Istanbul,3427,18,190,34,18,3723529,67,15,7.93,7,Mobil Uygulama,Vadeli Ödeme,True,False,False,True,41124.0,285.5833333333333,0.47,Orta
6562,Net Ticaret,Bronze,Hizmet,Orta Ölçekli,Ankara,2165,20,108,1,20,1892578,10,5,7.39,6,Mobil Uygulama,Kurumsal Kredi Kartı,True,False,False,True,8660.0,180.41666666666666,0.42,Orta
6563,Mega Teknoloji,Silver,Üretim,Orta Ölçekli,Istanbul,6312,23,274,22,23,4411668,16,9,10.0,6,Mobil Uygulama,Çek,True,True,False,True,45446.4,526.0,0.63,Düşük
6564,Global Ticaret,Silver,Finans,Küçük Ölçekli,Antalya,3742,15,249,6,15,10267362,65,6,7.63,5,Mağaza,Vadeli Ödeme,True,True,False,True,17961.600000000002,311.8333333333333,0.51,Düşük
6565,Anadolu Holding,Bronze,Hizmet,Büyük Ölçekli,Istanbul,19989,31,644,39,31,625814,71,10,10.0,10,Web Site,Kurumsal Kredi Kartı,True,True,True,True,159912.0,1665.75,0.67,Orta
6566,Mega Ltd. Şti.,Bronze,Eğitim,Küçük Ölçekli,Ankara,25354,26,975,3,26,3370985,15,2,9.95,7,Web Site,Vadeli Ödeme,True,False,False,True,40566.4,2112.8333333333335,0.51,Düşük
6567,Türk Holding,Silver,Eğitim,Büyük Ölçekli,Bursa,5365,15,357,13,15,1799975,14,2,10.0,7,Mobil Uygulama,Vadeli Ödeme,True,False,False,True,8584.0,447.0833333333333,0.47,Düşük
6568,Net Ltd. Şti.,Silver,Hizmet,Küçük Ölçekli,Izmir,31844,17,1873,12,17,3797815,98,3,7.42,8,E-posta,Vadeli Ödeme,True,True,True,True,76425.6,2653.6666666666665,0.5,Orta
6569,Sistem Ltd. Şti.,Bronze,Hizmet,Küçük Ölçekli,Ankara,9327,40,233,67,40,3312556,82,5,9.96,7,E-posta,Çek,True,True,True,True,37308.0,777.25,0.68,Yüksek
6570,Star Ticaret,Gold,Sağlık,Küçük Ölçekli,Ankara,34151,43,794,63,43,1625924,136,1,10.0,6,Mağaza,Çek,True,False,True,True,27320.800000000003,2845.9166666666665,0.57,Yüksek
6571,Grup Holding,Gold,Perakende,Orta Ölçekli,Izmir,15446,17,908,53,17,3812022,129,6,10.0,6,Telefon,Çek,True,True,False,True,74140.80000000002,1287.1666666666667,0.59,Orta
6572,Global Teknoloji,Gold,İnşaat,Orta Ölçekli,Istanbul,82394,20,4119,42,20,1183767,38,16,10.0,6,E-posta,Havale/EFT,True,True,True,True,1054643.2,6866.166666666667,0.65,Orta
6573,Sistem Teknoloji,Bronze,Eğitim,Küçük Ölçekli,Istanbul,204689,11,18608,93,11,10164339,114,11,9.31,7,Mağaza,Çek,True,True,False,True,1801263.2000000002,17057.416666666668,0.57,Yüksek
6574,Anadolu Holding,Silver,Perakende,Küçük Ölçekli,Mersin,84442,20,4222,7,20,793725,89,2,10.0,9,E-posta,Havale/EFT,True,True,True,True,135107.2,7036.833333333333,0.59,Düşük
6575,Mega Holding,Premium,Lojistik,Orta Ölçekli,Istanbul,445243,22,20238,52,22,3315841,5,4,9.4,5,E-posta,Çek,True,False,True,True,1424777.6,37103.583333333336,0.49,Orta
6576,Sistem Ltd. Şti.,Bronze,Perakende,Orta Ölçekli,Bursa,2148,4,537,34,4,4316350,59,4,6.41,7,E-posta,Kurumsal Kredi Kartı,True,True,True,True,6873.6,179.0,0.43,Yüksek
6577,Pro Ticaret,Silver,İnşaat,Orta Ölçekli,Kayseri,9592,34,282,37,34,43361387,123,5,10.0,8,Telefon,Havale/EFT,True,True,False,True,38368.0,799.3333333333334,0.66,Orta
6578,Global Ltd. Şti.,Bronze,Teknoloji,Orta Ölçekli,Istanbul,41138,12,3428,17,12,754942,246,6,7.43,10,Mobil Uygulama,Çek,True,False,True,True,197462.40000000002,3428.1666666666665,0.4,Orta
6579,Anadolu Ticaret,Premium,Eğitim,Orta Ölçekli,Ankara,528993,27,19592,32,27,5638343,18,7,6.4,10,Mağaza,Vadeli Ödeme,True,True,True,True,2962360.8000000003,44082.75,0.53,Orta
6580,Pro A.Ş.,Silver,Hizmet,Küçük Ölçekli,Izmir,70121,29,2417,9,29,3895076,29,9,8.0,8,Web Site,Vadeli Ödeme,True,True,False,True,504871.2,5843.416666666667,0.59,Düşük
6581,Tech Ltd. Şti.,Silver,Sağlık,Orta Ölçekli,Mersin,5670,23,246,23,23,2077227,147,1,9.13,10,E-posta,Vadeli Ödeme,False,True,True,True,4536.0,472.5,0.47,Düşük
6582,Pro Teknoloji,Silver,Perakende,Orta Ölçekli,Eskişehir,13771,20,688,106,20,8005460,14,10,7.69,10,Web Site,Vadeli Ödeme,True,True,False,True,110168.0,1147.5833333333333,0.55,Yüksek
6583,Türk A.Ş.,Silver,Teknoloji,Küçük Ölçekli,Adana,43583,34,1281,35,34,2198996,7,2,10.0,2,Telefon,Vadeli Ödeme,True,False,False,True,69732.8,3631.9166666666665,0.54,Orta
